timesheet_id,employee_id,employee_name,project_id,task_id,work_date,hours_worked,overtime_hours,billable_flag,approved_by,work_notes
TMS00356,EMP099,Praneel Sule,PRJ007,TSK00181,24-05-2026,9.8,2.1,Yes,Vedant Dhillon,Assumenda nam odit reprehenderit quis esse amet.
TMS00357,EMP099,Praneel Sule,PRJ007,TSK00181,24-05-2026,4.7,2.7,Yes,Warinder Bhasin,Ullam accusantium deserunt ullam aliquid earum asperiores.
TMS00358,EMP078,Ekanta Apte,PRJ007,TSK00182,24-05-2026,8.5,0.5,No,Krish Agate,Placeat blanditiis soluta laboriosam rerum maxime voluptatem.
TMS00359,EMP078,Ekanta Apte,PRJ007,TSK00182,24-05-2026,5.8,2.6,Yes,Max Boase,Perspiciatis nostrum porro dolores.
TMS00360,EMP078,Ekanta Apte,PRJ007,TSK00182,24-05-2026,4.3,0.5,No,Deepa Pai,Nesciunt ad similique cupiditate.
TMS00361,EMP020,Qabil Chaudhry,PRJ007,TSK00183,24-05-2026,9.1,0.3,Yes,Ria Bose,Unde vel sapiente neque pariatur veniam.
TMS00362,EMP074,Yuvraj Bora,PRJ007,TSK00184,24-05-2026,8.5,2,Yes,Nicholas Babu,Eum porro alias nam.
TMS00363,EMP011,Logan Trivedi,PRJ007,TSK00185,24-05-2026,6.1,2.2,No,Wishi Malhotra,Ab iure reiciendis.
TMS00364,EMP011,Logan Trivedi,PRJ007,TSK00185,24-05-2026,5.6,0.4,No,Atharv Nath,Dolores vel soluta ex quisquam alias reiciendis modi.
TMS00365,EMP011,Logan Trivedi,PRJ007,TSK00185,24-05-2026,4.9,2.6,No,Tanmayi Uppal,Accusantium excepturi adipisci culpa iure harum aut.
TMS00366,EMP056,Widisha Lad,PRJ007,TSK00186,24-05-2026,9.1,2.3,No,Charvi Pillay,Ullam non magnam hic excepturi voluptas cum.
TMS00367,EMP026,Madhav Roy,PRJ007,TSK00187,24-05-2026,3.7,1.8,Yes,Pratyush Kanda,Sequi nemo perferendis nobis tempore quisquam saepe.
TMS00368,EMP012,Nimrat Sarraf,PRJ007,TSK00188,24-05-2026,6.5,3,Yes,Tristan Bal,Repudiandae libero vero illo.
TMS00369,EMP077,Wakeeta Dayal,PRJ007,TSK00189,24-05-2026,3.1,2.6,Yes,Nisha Dora,Officia sint enim.
TMS00370,EMP030,Dakshesh Kala,PRJ007,TSK00190,24-05-2026,2.8,0.9,No,Yatan Biswas,Fugiat veniam magni dolore explicabo.
TMS00371,EMP030,Dakshesh Kala,PRJ007,TSK00190,24-05-2026,3.3,0.8,No,Theodore Dubey,Repudiandae error quo non ex totam reiciendis.
TMS00372,EMP019,Eta Narang,PRJ007,TSK00191,24-05-2026,2.7,0.5,No,Yashoda Jha,Commodi officia corrupti vitae ex.
TMS00373,EMP019,Eta Narang,PRJ007,TSK00191,24-05-2026,4.1,1.4,No,Laban Mammen,Ea ducimus quae voluptatum.
TMS00374,EMP043,Urvashi Brar,PRJ007,TSK00192,24-05-2026,7.2,0.4,Yes,Geetika Varughese,Quas quisquam provident quibusdam illo voluptatibus.
TMS00375,EMP043,Urvashi Brar,PRJ007,TSK00192,24-05-2026,9.8,1.5,No,Falak Dhaliwal,Officia voluptatem voluptatibus in doloremque error.
TMS00376,EMP094,Ekaja Sawhney,PRJ007,TSK00193,24-05-2026,5.2,2.6,Yes,Kevin Sharma,Enim et deleniti corrupti cum voluptatem.
TMS00377,EMP094,Ekaja Sawhney,PRJ007,TSK00193,24-05-2026,5.5,1.5,No,Harsh Oommen,Ex laborum culpa ipsum excepturi tenetur illo.
TMS00378,EMP026,Madhav Roy,PRJ007,TSK00194,24-05-2026,2.7,1.2,No,Bhavna Venkatesh,Voluptates doloribus modi magni odio minima earum rem.
TMS00379,EMP026,Madhav Roy,PRJ007,TSK00194,24-05-2026,4.1,2.6,Yes,Aditya Zacharia,Porro cum doloribus incidunt recusandae.
TMS00380,EMP085,Zansi Dewan,PRJ007,TSK00195,24-05-2026,9.8,0.2,Yes,Daksha Dhaliwal,Velit accusantium minus necessitatibus qui.
TMS00381,EMP085,Zansi Dewan,PRJ007,TSK00195,24-05-2026,7.6,1.7,Yes,Neel Luthra,Vitae voluptatum consequatur voluptatum explicabo.
TMS00382,EMP085,Zansi Dewan,PRJ007,TSK00195,24-05-2026,8.8,0.9,Yes,Dayita Basu,Non delectus voluptatum delectus provident iusto.
TMS00383,EMP091,Ubika Sachdev,PRJ007,TSK00196,24-05-2026,5.2,0.2,No,Yash Balan,Illo ratione autem at.
TMS00384,EMP091,Ubika Sachdev,PRJ007,TSK00196,24-05-2026,9,2,No,Pushti Palla,Officia architecto soluta amet.
TMS00385,EMP091,Ubika Sachdev,PRJ007,TSK00196,24-05-2026,5.7,1.9,No,Zaitra Dhillon,Nihil provident nihil ut.
TMS00386,EMP072,Triveni Comar,PRJ007,TSK00197,24-05-2026,2.7,2.2,No,Gautam Sami,Ad laborum maxime eligendi molestiae.
TMS00387,EMP021,Saanvi Garde,PRJ007,TSK00198,24-05-2026,3.6,1,No,Wyatt Shenoy,Vitae perferendis quas culpa reprehenderit.
TMS00388,EMP021,Saanvi Garde,PRJ007,TSK00198,24-05-2026,4.7,1.8,Yes,Samesh Kanda,Vitae dolor assumenda quis cum velit.
TMS00389,EMP008,Balveer Bains,PRJ007,TSK00199,24-05-2026,7.9,0.3,No,Aditya Palla,Laboriosam eos ea tenetur earum quos est.
TMS00390,EMP008,Balveer Bains,PRJ007,TSK00199,24-05-2026,2.3,0.5,No,Rajata Muni,Nam ducimus blanditiis molestiae.
TMS00391,EMP008,Balveer Bains,PRJ007,TSK00199,24-05-2026,3.2,0.6,Yes,Zilmil Venkataraman,Exercitationem commodi facere distinctio odit nemo repellat.
TMS00392,EMP085,Zansi Dewan,PRJ007,TSK00200,24-05-2026,8.2,0.2,No,Ranveer Guha,Aspernatur sit quaerat beatae architecto.
TMS00393,EMP085,Zansi Dewan,PRJ007,TSK00200,24-05-2026,8.3,2.9,Yes,Kritika Agarwal,Blanditiis consequatur omnis ratione quod error iure.
TMS00394,EMP085,Zansi Dewan,PRJ007,TSK00200,24-05-2026,2.4,2.6,No,Samar Tailor,Totam natus pariatur sequi nostrum deleniti officiis.
TMS00395,EMP055,Azad Nadkarni,PRJ007,TSK00201,24-05-2026,4,0.5,Yes,Damini Vasa,Dolores provident voluptates corporis.
TMS00396,EMP055,Azad Nadkarni,PRJ007,TSK00201,24-05-2026,2.6,1.2,No,Jeevika Upadhyay,Perspiciatis soluta eligendi nostrum.
TMS00397,EMP075,Indrajit Pradhan,PRJ007,TSK00202,24-05-2026,5.6,1.3,Yes,Ekapad Ahluwalia,Commodi quisquam accusamus laboriosam non quisquam.
TMS00398,EMP075,Indrajit Pradhan,PRJ007,TSK00202,24-05-2026,7.4,0.8,Yes,Unnati Suri,Explicabo dignissimos cum aliquid.
TMS00399,EMP075,Indrajit Pradhan,PRJ007,TSK00202,24-05-2026,2.7,2.7,No,Hamsini Kala,Doloremque unde recusandae.
TMS00400,EMP021,Saanvi Garde,PRJ007,TSK00203,24-05-2026,3.3,1,No,Mitesh Deshpande,Quaerat minima magni modi temporibus tempora odio.
TMS00401,EMP021,Saanvi Garde,PRJ007,TSK00203,24-05-2026,5.9,1.6,Yes,Advika Khosla,Incidunt perspiciatis numquam sed.
TMS00402,EMP098,Kashish Raj,PRJ007,TSK00204,24-05-2026,5.5,2.7,No,Ijaya Nagarajan,Doloremque assumenda tempora officiis adipisci assumenda.
TMS00403,EMP098,Kashish Raj,PRJ007,TSK00204,24-05-2026,8.6,1.7,Yes,Yutika Anand,Fuga occaecati dolores saepe.
TMS00404,EMP098,Kashish Raj,PRJ007,TSK00204,24-05-2026,2.6,2,Yes,Leena Palla,Occaecati dicta architecto sequi vel tempore molestias.
TMS00405,EMP014,Unni Om,PRJ007,TSK00205,24-05-2026,7.3,2.5,No,Gaurangi Walia,Culpa sapiente unde repudiandae dignissimos.
TMS00406,EMP014,Unni Om,PRJ007,TSK00205,24-05-2026,2.1,2.7,Yes,Wahab Randhawa,Modi eligendi et cumque voluptas.
TMS00407,EMP004,Darpan Borra,PRJ007,TSK00206,24-05-2026,8.9,0.3,No,Libni Borde,Ea doloremque debitis earum nisi pariatur.
TMS00408,EMP004,Darpan Borra,PRJ007,TSK00206,24-05-2026,4.1,2.2,No,Kavya Gulati,Dolorem aperiam ad soluta quasi assumenda quis ea.
TMS00409,EMP063,Bhavini Seth,PRJ007,TSK00207,24-05-2026,7.1,1.9,Yes,Tanmayi Maharaj,Dolores iste maxime eligendi earum id facere.
TMS00410,EMP035,Nidhi Ray,PRJ007,TSK00208,24-05-2026,3.7,2.9,No,Warjas Dhaliwal,In quo aliquid possimus.
TMS00411,EMP063,Bhavini Seth,PRJ007,TSK00209,24-05-2026,6.4,0.5,No,Darsh Rajan,Nam accusantium cupiditate minima qui.
TMS00412,EMP063,Bhavini Seth,PRJ007,TSK00209,24-05-2026,3.7,0.6,Yes,Faras Nath,Iure eos soluta alias.
TMS00413,EMP063,Bhavini Seth,PRJ007,TSK00209,24-05-2026,9.8,1.7,Yes,Ubika Dhar,Mollitia voluptatibus nihil commodi deleniti iusto.
TMS00414,EMP049,Gaurangi Dugar,PRJ007,TSK00210,24-05-2026,8.5,0,No,Caleb Jayaraman,Nam repellendus ex adipisci repellat accusamus.
TMS00415,EMP049,Gaurangi Dugar,PRJ007,TSK00210,24-05-2026,6,2.6,No,Chakradev Raval,Placeat eveniet rerum.
TMS00416,EMP067,Vivaan Gandhi,PRJ008,TSK00211,24-05-2026,10,1.2,No,Isaac Hari,Harum ipsum voluptate aliquam.
TMS00417,EMP067,Vivaan Gandhi,PRJ008,TSK00211,24-05-2026,4.8,1.6,No,Amara Sibal,Est explicabo earum.
TMS00418,EMP067,Vivaan Gandhi,PRJ008,TSK00211,24-05-2026,2.9,0.5,No,Chatresh Purohit,Fugit dicta reiciendis at.
TMS00419,EMP039,Ayaan Johal,PRJ008,TSK00212,24-05-2026,3.4,1.8,No,Ubika Guha,Eius fuga cupiditate esse.
TMS00420,EMP039,Ayaan Johal,PRJ008,TSK00212,24-05-2026,5.1,2.5,No,Gaurav Bhargava,Voluptas nemo animi consectetur totam voluptatibus.
TMS00421,EMP019,Eta Narang,PRJ008,TSK00213,24-05-2026,4.3,1.9,Yes,Jacob Murthy,Voluptatem dolorum ab nostrum.
TMS00422,EMP019,Eta Narang,PRJ008,TSK00213,24-05-2026,10,2.4,Yes,Simon Mahal,Sint libero fugiat animi.
TMS00423,EMP019,Eta Narang,PRJ008,TSK00213,24-05-2026,2.7,0,No,Jason Sundaram,Distinctio nostrum libero odit corrupti.
TMS00424,EMP053,Ekaraj Pandya,PRJ008,TSK00214,24-05-2026,6,2.3,Yes,Pranav Mani,Temporibus earum voluptatum laboriosam aliquid dolorem.
TMS00425,EMP033,Yashodhara Mane,PRJ008,TSK00215,24-05-2026,5.6,1.7,Yes,William Dayal,Enim consequuntur reiciendis iusto maxime atque voluptas.
TMS00426,EMP033,Yashodhara Mane,PRJ008,TSK00215,24-05-2026,7.3,2.6,Yes,Saanvi Dyal,Eaque ex beatae maiores fugit.
TMS00427,EMP033,Yashodhara Mane,PRJ008,TSK00215,24-05-2026,3.8,1.4,No,Mohini Nayar,Rem adipisci nam voluptas.
TMS00428,EMP011,Logan Trivedi,PRJ008,TSK00216,24-05-2026,3.6,1.4,Yes,Megha Swaminathan,Tempora commodi ducimus.
TMS00429,EMP043,Urvashi Brar,PRJ008,TSK00217,24-05-2026,9.7,2.7,No,Siddharth Brar,Ab veritatis veritatis nesciunt commodi.
TMS00430,EMP043,Urvashi Brar,PRJ008,TSK00217,24-05-2026,9.3,1.9,No,Yadavi Sanghvi,Omnis adipisci necessitatibus.
TMS00431,EMP094,Ekaja Sawhney,PRJ008,TSK00218,24-05-2026,9.5,2.3,No,Oliver Gade,Eos inventore hic aliquam molestias.
TMS00432,EMP098,Kashish Raj,PRJ008,TSK00219,24-05-2026,9,0.8,No,Sachi Dewan,Libero eum delectus consequatur quam facilis quasi.
TMS00433,EMP098,Kashish Raj,PRJ008,TSK00219,24-05-2026,7.4,0,No,Azaan Morar,Quo libero debitis laudantium explicabo ab.
TMS00434,EMP078,Ekanta Apte,PRJ008,TSK00220,24-05-2026,2.1,0.5,No,Vasana Wagle,Eum sapiente eveniet officia sequi dignissimos harum.
TMS00435,EMP077,Wakeeta Dayal,PRJ008,TSK00221,24-05-2026,8.6,1.8,No,Ekbal Bhargava,Vero illo quo ad blanditiis similique dignissimos dignissimos.
TMS00436,EMP077,Wakeeta Dayal,PRJ008,TSK00221,24-05-2026,3.4,1.7,No,Urvi Pandey,Magnam quasi repellat tempore suscipit neque accusantium.
TMS00437,EMP077,Wakeeta Dayal,PRJ008,TSK00221,24-05-2026,3.9,2.9,Yes,Daksh Uppal,Deserunt assumenda quam quos.
TMS00438,EMP084,Geetika Lanka,PRJ008,TSK00222,24-05-2026,7.2,2.5,No,Vanya Dhillon,Suscipit totam vero voluptatibus iusto.
TMS00439,EMP084,Geetika Lanka,PRJ008,TSK00222,24-05-2026,3,1.9,Yes,Anya Ravi,Laudantium et repellendus culpa.
TMS00440,EMP084,Geetika Lanka,PRJ008,TSK00222,24-05-2026,5.2,1,Yes,Devansh Lanka,Ipsum nesciunt voluptates suscipit sint.
TMS00441,EMP014,Unni Om,PRJ008,TSK00223,24-05-2026,3.8,2.1,Yes,Kamala Pall,Ipsam voluptas nihil debitis expedita tempore quas dolorem.
TMS00442,EMP014,Unni Om,PRJ008,TSK00223,24-05-2026,6,1.9,No,Arjun Dua,Enim temporibus mollitia omnis fuga similique porro.
TMS00443,EMP047,Gautam Dhar,PRJ008,TSK00224,24-05-2026,9.3,2.5,Yes,Brinda Palla,Tenetur laboriosam veritatis modi perferendis aperiam vitae.
TMS00444,EMP047,Gautam Dhar,PRJ008,TSK00224,24-05-2026,9.6,0.6,Yes,Warda Jayaraman,Eum maxime facere temporibus nihil quasi a.
TMS00445,EMP047,Gautam Dhar,PRJ008,TSK00224,24-05-2026,2.2,0,Yes,Aadhya Biswas,Ratione tempore dolorem minus reprehenderit inventore.
TMS00446,EMP071,Ira Khosla,PRJ008,TSK00225,24-05-2026,6.9,1.6,Yes,Pahal Wable,Veniam mollitia blanditiis ducimus iusto adipisci cum.
TMS00447,EMP053,Ekaraj Pandya,PRJ008,TSK00226,24-05-2026,5.1,2.2,Yes,Zayan Loke,Consequuntur sunt fugit laboriosam aperiam nulla.
TMS00448,EMP053,Ekaraj Pandya,PRJ008,TSK00226,24-05-2026,9.9,1.9,No,Fariq Raval,Provident saepe saepe voluptatibus odit tenetur corporis.
TMS00449,EMP053,Ekaraj Pandya,PRJ008,TSK00226,24-05-2026,3.5,2,Yes,Jasmit Bedi,Voluptate earum ipsa odio magni quibusdam repellat.
TMS00450,EMP078,Ekanta Apte,PRJ008,TSK00227,24-05-2026,3.6,2.5,No,Hemangini Shanker,Tenetur quas in tenetur provident.
TMS00451,EMP078,Ekanta Apte,PRJ008,TSK00227,24-05-2026,8.2,2,No,Eshana Ray,Fugit alias ut eaque architecto.
TMS00452,EMP064,Reva Jayaraman,PRJ008,TSK00228,24-05-2026,9.5,1.9,Yes,Yashoda Murthy,Eaque recusandae esse distinctio.
TMS00453,EMP004,Darpan Borra,PRJ008,TSK00229,24-05-2026,5.7,1.8,Yes,Thomas Kala,Earum ducimus tempora.
TMS00454,EMP072,Triveni Comar,PRJ008,TSK00230,24-05-2026,4.3,2.7,Yes,Kevin Shenoy,Nisi quas molestias quasi dolorum numquam.
TMS00455,EMP065,Amara Parikh,PRJ008,TSK00231,24-05-2026,6,1.1,Yes,Vyanjana Mani,Dolor voluptate unde laudantium perferendis voluptatibus.
TMS00456,EMP079,Balvan Shere,PRJ008,TSK00232,24-05-2026,2.8,2.4,No,Yadavi Shroff,Rerum recusandae assumenda qui veniam omnis dolore.
TMS00457,EMP079,Balvan Shere,PRJ008,TSK00232,24-05-2026,2.6,2.9,Yes,Maanav Rastogi,Dicta ullam optio molestiae voluptatibus.
TMS00458,EMP083,Siddharth Banerjee,PRJ008,TSK00233,24-05-2026,7.5,1.1,No,Tanvi Kamdar,Nisi blanditiis provident illum nam atque.
TMS00459,EMP096,Tara Bhargava,PRJ008,TSK00234,24-05-2026,9.3,2.4,Yes,Tejas Char,Aspernatur doloribus pariatur ea delectus dolor.
TMS00460,EMP096,Tara Bhargava,PRJ008,TSK00234,24-05-2026,4.4,2.7,Yes,Dhruv Ganguly,Temporibus nihil impedit quas accusantium blanditiis.
TMS00461,EMP096,Tara Bhargava,PRJ008,TSK00234,24-05-2026,2.9,1,No,Krishna Sharaf,At dolorum explicabo excepturi earum ea quod.
TMS00462,EMP043,Urvashi Brar,PRJ008,TSK00235,24-05-2026,10,1.8,Yes,Zansi Sant,Provident esse ducimus dicta non similique veniam expedita.
TMS00463,EMP043,Urvashi Brar,PRJ008,TSK00235,24-05-2026,3.3,2.2,Yes,Chandani Dutta,Tempore repellendus nam.
TMS00464,EMP069,Dominic Dewan,PRJ008,TSK00236,24-05-2026,6.8,1.6,Yes,Manbir Rao,Iste minus quas dicta blanditiis.
TMS00465,EMP091,Ubika Sachdev,PRJ008,TSK00237,24-05-2026,8.9,0.3,Yes,Nihal Aggarwal,Voluptatibus ab nulla maxime esse eveniet.
TMS00466,EMP039,Ayaan Johal,PRJ008,TSK00238,24-05-2026,4.6,0.7,Yes,Dayamai Bhat,Praesentium quisquam qui veniam eius.
TMS00467,EMP100,Ethan Wali,PRJ008,TSK00239,24-05-2026,4.2,0.6,Yes,Max Jaggi,Dolore nam enim perspiciatis eum quidem dolorum sequi.
TMS00468,EMP100,Ethan Wali,PRJ008,TSK00239,24-05-2026,4.8,1.7,No,Balveer Gara,Aperiam sapiente eius repellendus.
TMS00469,EMP044,Aradhana Shenoy,PRJ008,TSK00240,24-05-2026,8,1.5,No,Vrishti Garde,Optio numquam nesciunt quae illum molestias odit nostrum.
TMS00470,EMP044,Aradhana Shenoy,PRJ008,TSK00240,24-05-2026,9.4,0.8,Yes,Amara Kala,Voluptates quidem recusandae voluptatum.
TMS00471,EMP017,Ishani Dhar,PRJ009,TSK00241,24-05-2026,8.8,2.2,No,Omisha Sami,Eum excepturi pariatur fugiat.
TMS00472,EMP017,Ishani Dhar,PRJ009,TSK00241,24-05-2026,2.8,2.4,No,Aarna Deol,In pariatur non facere dignissimos accusantium.
TMS00473,EMP017,Ishani Dhar,PRJ009,TSK00241,24-05-2026,3.3,0.6,No,Samarth Rai,Ab quidem totam id at unde deserunt.
TMS00474,EMP088,Qabil Rege,PRJ009,TSK00242,24-05-2026,9.1,1.3,No,Manya Lanka,Laudantium debitis aperiam ratione quae unde debitis.
TMS00475,EMP088,Qabil Rege,PRJ009,TSK00242,24-05-2026,8.5,1.9,No,Manan Narayanan,Quia neque et maiores mollitia enim.
TMS00476,EMP096,Tara Bhargava,PRJ009,TSK00243,24-05-2026,3.6,1.1,Yes,Rachana Chauhan,Repellat repudiandae consequuntur laudantium.
TMS00477,EMP096,Tara Bhargava,PRJ009,TSK00243,24-05-2026,5.6,2.7,No,Aadhya Kanda,Esse mollitia numquam tempora.
TMS00478,EMP036,Abhimanyu Contractor,PRJ009,TSK00244,24-05-2026,5.3,1.8,No,Pooja Joshi,Doloribus itaque ipsa voluptates eos debitis.
TMS00479,EMP036,Abhimanyu Contractor,PRJ009,TSK00244,24-05-2026,5.2,0.3,No,Aarush Deo,Maiores esse temporibus quia eveniet vero porro.
TMS00480,EMP036,Abhimanyu Contractor,PRJ009,TSK00244,24-05-2026,5.4,0.6,Yes,Ekani Bumb,Minus dolore aliquid mollitia dignissimos nisi.
TMS00481,EMP002,Kalpit Deol,PRJ009,TSK00245,24-05-2026,3.7,1.1,Yes,Peter Hayer,Nobis veritatis laborum doloribus eaque.
TMS00482,EMP074,Yuvraj Bora,PRJ009,TSK00246,24-05-2026,3,1,Yes,Chavvi Mane,Nobis praesentium hic suscipit vitae voluptatem vel.
TMS00483,EMP074,Yuvraj Bora,PRJ009,TSK00246,24-05-2026,7.7,0.6,No,Jacob Vora,Laudantium nostrum nobis aspernatur tempore quis dolorem.
TMS00484,EMP017,Ishani Dhar,PRJ009,TSK00247,24-05-2026,6.5,1.2,Yes,Balhaar Bumb,Adipisci quisquam amet nemo optio.
TMS00485,EMP051,Gaurika Sami,PRJ009,TSK00248,24-05-2026,3.7,1.7,Yes,Aarini Sawhney,Exercitationem ipsum ipsum voluptas perferendis adipisci impedit recusandae.
TMS00486,EMP051,Gaurika Sami,PRJ009,TSK00248,24-05-2026,6.6,1.9,No,Inaya Buch,Incidunt debitis dolores possimus est.
TMS00487,EMP051,Gaurika Sami,PRJ009,TSK00248,24-05-2026,4.5,1,Yes,Wriddhish Sarna,Fugiat aliquid velit fugiat voluptatum.
TMS00488,EMP098,Kashish Raj,PRJ009,TSK00249,24-05-2026,8.4,1.5,No,Warda Bhardwaj,Tenetur veritatis ab iusto natus aspernatur nobis.
TMS00489,EMP088,Qabil Rege,PRJ009,TSK00250,24-05-2026,3,1.4,No,Advika Chaudhary,Eius sit ullam ad.
TMS00490,EMP088,Qabil Rege,PRJ009,TSK00250,24-05-2026,6.7,0.7,Yes,Vritti Parsa,Iure magnam in provident quas iure libero dolorum.
TMS00491,EMP024,Ishita Shankar,PRJ009,TSK00251,24-05-2026,2.1,2.3,Yes,Abdul Ranganathan,Officiis minus a maiores harum velit in nemo.
TMS00492,EMP024,Ishita Shankar,PRJ009,TSK00251,24-05-2026,9.3,0.9,No,Gabriel Date,Ducimus doloribus amet quia officiis.
TMS00493,EMP045,Tanveer Murthy,PRJ009,TSK00252,24-05-2026,9.2,2.8,Yes,Nandini Peri,Nemo officia quo quas.
TMS00494,EMP052,Ekalinga Ravi,PRJ009,TSK00253,24-05-2026,7.2,0.2,Yes,Radha Subramanian,Tempore pariatur fugit dolores.
TMS00495,EMP052,Ekalinga Ravi,PRJ009,TSK00253,24-05-2026,8.6,1.2,No,Qabil Sethi,Rem id enim similique dicta impedit.
TMS00496,EMP031,Aryan Gokhale,PRJ009,TSK00254,24-05-2026,4.5,1,Yes,Ishwar Salvi,Voluptas ipsum aliquid dolor consectetur ipsa.
TMS00497,EMP031,Aryan Gokhale,PRJ009,TSK00254,24-05-2026,6.5,0.9,Yes,Chakradev Mahal,Facere pariatur tempora ipsum distinctio.
TMS00498,EMP089,Alexander Singhal,PRJ009,TSK00255,24-05-2026,4.4,3,No,Yuvraj Dani,Officia tempore unde quis et.
TMS00499,EMP089,Alexander Singhal,PRJ009,TSK00255,24-05-2026,8.8,2.9,Yes,Edhitha Loyal,Necessitatibus commodi excepturi aperiam nobis libero.
TMS00500,EMP074,Yuvraj Bora,PRJ009,TSK00256,24-05-2026,9.5,0.3,Yes,Bhavini Krishnan,Nihil id voluptatem numquam molestias officia.
TMS00501,EMP074,Yuvraj Bora,PRJ009,TSK00256,24-05-2026,2.4,0,Yes,Akshay Chaudhuri,Temporibus voluptas similique distinctio rem tempora commodi eum.
TMS00502,EMP052,Ekalinga Ravi,PRJ009,TSK00257,24-05-2026,8.9,2.2,Yes,Simon Kumar,Cupiditate vero similique impedit quam voluptatem dolor.
TMS00503,EMP052,Ekalinga Ravi,PRJ009,TSK00257,24-05-2026,3.4,0.6,No,Varenya Shah,Illum eveniet dicta ex.
TMS00504,EMP008,Balveer Bains,PRJ009,TSK00258,24-05-2026,9.9,2.8,Yes,Alexander Divan,Sunt consequuntur unde at.
TMS00505,EMP008,Balveer Bains,PRJ009,TSK00258,24-05-2026,4.1,2.4,Yes,Watika Roy,Magni cumque amet unde cumque praesentium consequatur.
TMS00506,EMP008,Balveer Bains,PRJ009,TSK00258,24-05-2026,2.4,0.9,No,Anya Rao,Quidem repudiandae vel quasi error possimus ipsam.
TMS00507,EMP038,Thomas Dada,PRJ009,TSK00259,24-05-2026,7.5,2.4,No,Lila Sandhu,Accusantium et adipisci a laudantium reiciendis ex.
TMS00508,EMP038,Thomas Dada,PRJ009,TSK00259,24-05-2026,4.2,0.5,Yes,Dalaja Lala,Perferendis nostrum consectetur nemo autem beatae itaque ducimus.
TMS00509,EMP087,Omya Issac,PRJ009,TSK00260,24-05-2026,5.7,0.4,Yes,Baghyawati Barad,Officiis tempore voluptatem nobis odit at nihil temporibus.
TMS00510,EMP087,Omya Issac,PRJ009,TSK00260,24-05-2026,8,2.7,No,Urvi Bir,Alias earum nihil voluptatibus.
TMS00511,EMP087,Omya Issac,PRJ009,TSK00260,24-05-2026,7.1,2,Yes,Pavani Khatri,Dolor ex illo inventore temporibus.
TMS00512,EMP038,Thomas Dada,PRJ009,TSK00261,24-05-2026,5.8,1.5,No,Yauvani Raghavan,Maiores similique ducimus eaque.
TMS00513,EMP038,Thomas Dada,PRJ009,TSK00261,24-05-2026,4.6,2.2,Yes,Kiaan Batta,Iste veniam repellendus officia illum.
TMS00514,EMP038,Thomas Dada,PRJ009,TSK00261,24-05-2026,2.7,2.3,Yes,Nathan Sheth,Dignissimos saepe alias incidunt error molestias.
TMS00515,EMP031,Aryan Gokhale,PRJ009,TSK00262,24-05-2026,6.5,2.6,Yes,Devansh Kale,Illum quibusdam a esse aperiam vitae.
TMS00516,EMP031,Aryan Gokhale,PRJ009,TSK00262,24-05-2026,7.6,0.2,No,Ria Padmanabhan,Expedita qui error iure.
TMS00517,EMP070,Indali Chawla,PRJ009,TSK00263,24-05-2026,3.7,2,No,Netra Bali,Quia voluptatum reiciendis voluptate.
TMS00518,EMP054,Vasatika Thaker,PRJ009,TSK00264,24-05-2026,3.5,0.3,Yes,Yutika Mitter,Reiciendis ullam magni quisquam.
TMS00519,EMP054,Vasatika Thaker,PRJ009,TSK00264,24-05-2026,8.5,2.3,No,Dayita Gokhale,Ex autem eum distinctio.
TMS00520,EMP019,Eta Narang,PRJ009,TSK00265,24-05-2026,7.7,2,Yes,Jalsa Rout,Laboriosam illo non autem.
TMS00521,EMP019,Eta Narang,PRJ009,TSK00265,24-05-2026,9.3,0.7,No,Maya Dugal,Porro incidunt ipsam voluptate earum nobis et.
TMS00522,EMP078,Ekanta Apte,PRJ009,TSK00266,24-05-2026,9.8,2.6,Yes,Aashi Loke,Iusto commodi atque ex.
TMS00523,EMP078,Ekanta Apte,PRJ009,TSK00266,24-05-2026,8.2,0.6,No,Rushil Bir,Eaque tenetur magnam numquam tempore exercitationem.
TMS00524,EMP046,Xiti Baral,PRJ009,TSK00267,24-05-2026,3.3,0.9,Yes,Aarnav Seshadri,Aliquid numquam eum.
TMS00525,EMP046,Xiti Baral,PRJ009,TSK00267,24-05-2026,3.2,2.6,Yes,Veer Sawhney,Nulla voluptatibus quia a voluptatibus repudiandae odio.
TMS00526,EMP035,Nidhi Ray,PRJ009,TSK00268,24-05-2026,2.1,1.4,No,Oliver Borah,Quaerat ab consequuntur delectus.
TMS00527,EMP048,Faqid Badami,PRJ009,TSK00269,24-05-2026,5.8,1.6,No,Hredhaan Kapoor,Enim maiores repudiandae quasi.
TMS00528,EMP060,Ishanvi Choudhry,PRJ009,TSK00270,24-05-2026,2.9,1.7,No,Triveni Ravi,Vitae non vitae modi.
TMS00529,EMP060,Ishanvi Choudhry,PRJ009,TSK00270,24-05-2026,5.5,0.5,No,Gabriel Tailor,Dolor repellendus repellat hic.
TMS00530,EMP070,Indali Chawla,PRJ010,TSK00271,24-05-2026,4.7,1.3,No,Shravya Chana,Autem at nobis facilis.
TMS00531,EMP070,Indali Chawla,PRJ010,TSK00271,24-05-2026,2.8,1.9,No,Yamini Srinivasan,Nobis reprehenderit beatae ab modi possimus.
TMS00532,EMP070,Indali Chawla,PRJ010,TSK00271,24-05-2026,3.6,0.6,Yes,Bachittar Bath,Culpa omnis quidem earum delectus.
