collection_id,invoice_id,client_id,project_id,payment_date,payment_amount,payment_mode,payment_status,outstanding_amount,collection_days,collector_name,remarks
COL00401,INV00401,CLT022,PRJ003,29-09-2025,378298.84,Bank Transfer,Pending,398286,77,Christine Young,Candidate once job figure.
COL00402,INV00402,CLT001,PRJ008,04-05-2026,659885.85,Bank Transfer,Overdue,404103,23,Jason Davis,Foot miss heavy ahead heavy.
COL00403,INV00403,CLT028,PRJ017,15-03-2026,1091226.34,UPI,Pending,157517,119,Becky Garcia,Training low decide rich suddenly out drive.
COL00404,INV00404,CLT031,PRJ003,18-07-2026,1807644.42,Wire Transfer,Partial,1524016,40,Brittany Sheppard,Happen majority many maintain.
COL00405,INV00405,CLT035,PRJ018,07-05-2026,1542304.41,Bank Transfer,Partial,87679,79,Crystal Robinson,Year contain capital growth game.
COL00406,INV00406,CLT030,PRJ005,28-02-2026,4676320,Wire Transfer,Paid,508553,31,Meghan Reeves,Close scientist course machine world international subject.
COL00407,INV00407,CLT006,PRJ008,14-03-2026,68578.29,Bank Transfer,Partial,54464,109,Michael Guzman,Cause world of box.
COL00408,INV00408,CLT001,PRJ013,26-07-2026,2420052.11,Bank Transfer,Pending,952728,75,James Warren,International stuff discuss.
COL00409,INV00409,CLT039,PRJ003,09-01-2026,3979526,UPI,Paid,656806,88,Erica Watson,Civil here loss us.
COL00410,INV00410,CLT039,PRJ001,02-10-2025,2643087,Wire Transfer,Paid,423049,86,Miranda Lewis,Identify western change recognize.
COL00411,INV00411,CLT023,PRJ005,01-03-2026,555832.82,Bank Transfer,Partial,213535,119,Brian Bradford,Can admit plan parent Mr road lead.
COL00412,INV00412,CLT011,PRJ017,21-11-2025,1548119.37,UPI,Overdue,715999,62,Kathleen Romero,Anything support artist recognize rock understand skill.
COL00413,INV00413,CLT007,PRJ015,09-05-2026,1473694,Bank Transfer,Paid,169316,13,Joseph Bradford,These trial pressure toward party free age.
COL00414,INV00414,CLT009,PRJ015,19-08-2025,1640790.67,Credit Card,Pending,657762,52,Danielle Carroll,Question very system heavy indicate operation.
COL00415,INV00415,CLT025,PRJ015,02-12-2025,834361,Credit Card,Paid,244254,64,Cameron Brady,Course political blood project executive him professor.
COL00416,INV00416,CLT031,PRJ004,29-09-2025,1263442.95,Wire Transfer,Pending,1143118,24,Jennifer Thornton,Approach each sport food.
COL00417,INV00417,CLT005,PRJ009,01-08-2025,566991.22,Wire Transfer,Pending,236674,116,Joseph Bird,Follow child near pay join truth.
COL00418,INV00418,CLT023,PRJ019,04-06-2026,92785.58,Credit Card,Partial,51319,119,Glenn Wright,Effort sure however director.
COL00419,INV00419,CLT029,PRJ019,26-05-2026,109702.38,Bank Transfer,Overdue,49193,58,Derek Elliott,Central form off heavy letter three speak impact.
COL00420,INV00420,CLT023,PRJ018,18-01-2026,2738894.91,Bank Transfer,Partial,704279,19,Kaitlin Cherry,Close take six stop thought left.
COL00421,INV00421,CLT027,PRJ004,30-09-2025,3581430.51,Wire Transfer,Pending,1328598,61,Samantha Pierce,Popular reason push fight.
COL00422,INV00422,CLT001,PRJ012,05-05-2026,1389273.64,Credit Card,Overdue,297380,39,Keith Smith,Mother month top let.
COL00423,INV00423,CLT026,PRJ007,13-10-2025,1849292.65,Credit Card,Partial,1211846,59,Amber Cooke,Reflect race yard.
COL00424,INV00424,CLT002,PRJ014,17-12-2025,884560.33,Credit Card,Overdue,82598,78,Michael Jones,Capital begin benefit land edge report.
COL00425,INV00425,CLT038,PRJ004,07-10-2025,3901442,Wire Transfer,Paid,257287,18,William Richardson,Chance several cut season try there can.
COL00426,INV00426,CLT021,PRJ015,10-12-2025,1401435,Credit Card,Paid,313267,6,Diana Norton,Until pay executive in.
COL00427,INV00427,CLT034,PRJ017,09-11-2025,708501.58,Wire Transfer,Partial,382615,19,Michael Hogan,Change them Republican avoid.
COL00428,INV00428,CLT018,PRJ013,05-05-2026,2545488.93,Credit Card,Overdue,1607359,80,Rebecca Lewis,Recently beat left think just around remember.
COL00429,INV00429,CLT038,PRJ014,15-07-2026,1625234.03,Bank Transfer,Partial,835309,8,Amber Atkinson,Camera station administration consider over by.
COL00430,INV00430,CLT015,PRJ018,16-11-2025,3284570,Wire Transfer,Paid,1262070,32,Scott Williams,Memory program shake.
COL00431,INV00431,CLT011,PRJ020,11-12-2025,3261641,Bank Transfer,Paid,1208827,7,Debra Wilson,Edge series training involve.
COL00432,INV00432,CLT020,PRJ009,31-08-2025,955874.56,UPI,Overdue,167283,76,Hannah Swanson,Newspaper receive theory.
COL00433,INV00433,CLT011,PRJ003,25-01-2026,3144385,UPI,Paid,10362,93,Jacob Martinez,Occur smile child glass nice.
COL00434,INV00434,CLT010,PRJ019,26-06-2026,2402438.86,Credit Card,Overdue,936965,90,Christopher Lawrence,Film themselves finish relate.
COL00435,INV00435,CLT014,PRJ003,10-10-2025,2747256.38,Bank Transfer,Partial,445593,6,Robin Barker,Best ready number wonder guy positive.
COL00436,INV00436,CLT040,PRJ017,05-04-2026,3407162,Wire Transfer,Paid,143947,40,Mary Hill,Scene lot receive miss onto spend.
COL00437,INV00437,CLT036,PRJ003,21-05-2026,1448428.11,Credit Card,Overdue,315873,55,Ashley Martin,Evening red ability how quickly.
COL00438,INV00438,CLT004,PRJ008,08-07-2026,1891968,UPI,Paid,55718,119,Denise Mora,Though raise hundred risk sort mission wind.
COL00439,INV00439,CLT039,PRJ010,11-11-2025,57041.53,Bank Transfer,Pending,6064,69,Daniel Rodriguez,City ask change draw.
COL00440,INV00440,CLT005,PRJ006,15-04-2026,90528.33,Credit Card,Overdue,23078,65,Isabel Bennett,Accept form ready remain.
COL00441,INV00441,CLT017,PRJ016,26-09-2025,1486465.48,UPI,Overdue,28439,110,Kyle Stafford,Piece current along debate.
COL00442,INV00442,CLT006,PRJ007,24-02-2026,1463570.85,Credit Card,Overdue,574460,117,Heather Kim,Fire special summer.
COL00443,INV00443,CLT023,PRJ010,13-07-2025,52944.83,Bank Transfer,Partial,44926,23,Karl Martin,Eat person my defense.
COL00444,INV00444,CLT001,PRJ002,15-08-2025,380947.06,UPI,Partial,460703,41,Amy Stark,What indeed machine fast hard even fly.
COL00445,INV00445,CLT020,PRJ020,18-12-2025,861528.31,Wire Transfer,Partial,456986,91,Brian Snyder,Leave fill human help difficult church travel.
COL00446,INV00446,CLT033,PRJ012,26-07-2026,3021193,Credit Card,Paid,978431,58,Robert Ho,Number activity society campaign both.
COL00447,INV00447,CLT030,PRJ017,02-09-2025,505889,UPI,Paid,14337,39,Amanda Perez,She former point.
COL00448,INV00448,CLT010,PRJ010,26-04-2026,1904051.19,Wire Transfer,Partial,1017024,84,Curtis Powers,Car really billion control large.
COL00449,INV00449,CLT016,PRJ018,17-09-2025,2910580.45,Credit Card,Partial,1294275,20,Melissa Porter,Report product case impact.
COL00450,INV00450,CLT027,PRJ014,15-08-2025,284634,Bank Transfer,Paid,59910,20,Andrew Chavez,Material movie gun laugh quality tree material.
COL00451,INV00451,CLT023,PRJ017,28-10-2025,3401474.44,Credit Card,Pending,365946,88,Kelly Campbell,Would newspaper some into.
COL00452,INV00452,CLT038,PRJ020,25-10-2025,3437100,Bank Transfer,Paid,94223,8,Melissa Jenkins,Military finish address travel society mother.
COL00453,INV00453,CLT005,PRJ015,19-01-2026,1316683.9,Wire Transfer,Partial,61780,27,Travis Cooper,Visit available activity wide lawyer.
COL00454,INV00454,CLT007,PRJ007,31-07-2026,1229124,UPI,Paid,2745,51,Brenda Phillips,Call between though card drive kitchen free.
COL00455,INV00455,CLT005,PRJ019,07-03-2026,376851.89,Credit Card,Pending,271186,43,Brenda Richardson,Commercial my religious cause court.
COL00456,INV00456,CLT008,PRJ019,23-07-2025,2256649,Credit Card,Paid,31434,9,Brandon Herring,Space under minute play lot move report.
COL00457,INV00457,CLT006,PRJ018,25-07-2025,728159.92,Wire Transfer,Pending,379233,10,Christopher Perry,Imagine meet player then senior start will.
COL00458,INV00458,CLT028,PRJ014,15-02-2026,498633.67,Bank Transfer,Pending,229613,20,Christian Robinson,What generation some us fall current too car.
COL00459,INV00459,CLT004,PRJ005,28-12-2025,665249.57,UPI,Pending,45843,45,Kelsey Hart,Policy become glass politics identify religious.
COL00460,INV00460,CLT015,PRJ015,18-07-2026,1139051.75,UPI,Pending,384757,104,Gregory Howard,Final fund involve expect.
COL00461,INV00461,CLT008,PRJ012,03-05-2026,1240857,Credit Card,Paid,123262,94,Colleen Schroeder,Put energy explain health full.
COL00462,INV00462,CLT003,PRJ008,08-03-2026,2368657.87,Bank Transfer,Pending,904050,73,Sharon Hernandez,Skin worry easy play tonight against section.
COL00463,INV00463,CLT035,PRJ015,22-03-2026,2275080.7,Bank Transfer,Overdue,1191817,103,James Davis,Program civil forget look everybody.
COL00464,INV00464,CLT039,PRJ001,06-06-2026,2624423,Credit Card,Paid,554733,113,William Hernandez,One page force table past special.
COL00465,INV00465,CLT018,PRJ009,11-08-2025,4201764,UPI,Paid,476932,85,Lynn Oconnell,It blood glass smile style.
COL00466,INV00466,CLT023,PRJ018,24-03-2026,425248,UPI,Paid,61524,49,Eric Hicks,Draw career develop hot body Congress our public.
COL00467,INV00467,CLT027,PRJ012,30-04-2026,2516779,Wire Transfer,Paid,32670,25,Ashley Rowe,Member member sell get everybody.
COL00468,INV00468,CLT006,PRJ003,15-12-2025,1933922,UPI,Paid,527953,78,Annette Morales,About material school close scientist.
COL00469,INV00469,CLT024,PRJ008,25-06-2026,2690871,UPI,Paid,505511,61,Adam Lowe,City late article chance seat check west actually.
COL00470,INV00470,CLT038,PRJ005,08-11-2025,1137488.01,Wire Transfer,Partial,300820,48,Willie Murillo,Sign agreement most leader always treatment table garden.
COL00471,INV00471,CLT011,PRJ003,21-11-2025,3482600.36,Bank Transfer,Partial,813934,120,April Michael,May national book near military.
COL00472,INV00472,CLT028,PRJ010,29-12-2025,4052255,Credit Card,Paid,282288,98,Bryan Wright,Else five material buy.
COL00473,INV00473,CLT037,PRJ017,31-10-2025,1558286.59,UPI,Pending,1065831,113,Jessica Vazquez,Have color wide career eye lay team.
COL00474,INV00474,CLT011,PRJ010,20-08-2025,2226248,Wire Transfer,Paid,790069,18,Colton Gonzalez,Choose traditional field order.
COL00475,INV00475,CLT029,PRJ017,01-08-2025,2559925.67,UPI,Overdue,229879,96,Craig Sanders,Whom wrong believe large television.
COL00476,INV00476,CLT033,PRJ003,08-06-2026,1713172.73,Wire Transfer,Partial,908858,17,Christine Kent,Interesting able fact above year country everybody.
COL00477,INV00477,CLT019,PRJ005,31-10-2025,491476.06,UPI,Partial,112296,5,Kyle Wells,Push test chance federal.
COL00478,INV00478,CLT026,PRJ020,25-05-2026,3586125.27,Credit Card,Pending,619534,17,Amber Merritt,Final industry number decade woman share down.
COL00479,INV00479,CLT032,PRJ020,24-12-2025,1035527.14,Bank Transfer,Overdue,305062,39,Ryan Smith,Name address magazine view may some.
COL00480,INV00480,CLT003,PRJ010,06-12-2025,3487748,Bank Transfer,Paid,1200631,117,Robert Sharp,Other difficult short remain reduce clearly seven great.
COL00481,INV00481,CLT004,PRJ017,06-01-2026,2377393.22,Bank Transfer,Partial,416158,25,Bradley Reilly,Fill gun address safe.
COL00482,INV00482,CLT011,PRJ010,23-10-2025,253376,Bank Transfer,Paid,82779,103,Ms. Carol Perry DVM,Help present high.
COL00483,INV00483,CLT026,PRJ007,24-12-2025,2090882.11,Credit Card,Partial,891609,70,Evelyn Logan,Something already begin member.
COL00484,INV00484,CLT025,PRJ001,02-12-2025,1246610.84,Bank Transfer,Overdue,1146264,96,Dennis Lee,Father section science two near.
COL00485,INV00485,CLT006,PRJ005,04-02-2026,2959135.71,UPI,Overdue,1516308,112,Corey Mullins,National miss base however.
COL00486,INV00486,CLT016,PRJ011,25-10-2025,4101666,UPI,Paid,1163515,114,Shawn Vance,Democratic large trial.
COL00487,INV00487,CLT034,PRJ016,23-01-2026,3254024.24,Credit Card,Pending,837614,6,Jacob Rogers,Service remain such player decision own central thank.
COL00488,INV00488,CLT009,PRJ006,05-03-2026,2465326.9,Bank Transfer,Pending,666240,58,Catherine Martin,Record talk us.
COL00489,INV00489,CLT001,PRJ007,10-12-2025,1070915.11,Bank Transfer,Overdue,955788,116,Lynn Cook,Thank something left apply third food.
COL00490,INV00490,CLT037,PRJ019,10-04-2026,1751573.16,Bank Transfer,Partial,773078,116,Debra Hodge,State off beyond message stand.
COL00491,INV00491,CLT031,PRJ011,23-07-2026,3282195.61,UPI,Overdue,245988,35,Amber Short,Reach hand talk must worry minute receive.
COL00492,INV00492,CLT017,PRJ004,02-09-2025,1473296.33,UPI,Pending,730187,27,Daniel Gonzalez,City every various memory million.
COL00493,INV00493,CLT024,PRJ009,10-01-2026,159005,UPI,Paid,17893,9,Rhonda Robinson,Court various me top.
COL00494,INV00494,CLT007,PRJ002,13-04-2026,231099.31,Bank Transfer,Partial,93495,24,Brenda Shepherd,Read force able maybe movement all.
COL00495,INV00495,CLT038,PRJ012,09-08-2025,108816.66,UPI,Partial,54575,112,Anthony Keller,Recently answer none up receive meet.
COL00496,INV00496,CLT022,PRJ015,30-08-2025,772219,Bank Transfer,Paid,242748,16,Lori Roberts,Education final for window.
COL00497,INV00497,CLT013,PRJ005,15-04-2026,215015.84,Credit Card,Overdue,185051,41,Kevin Ward,Positive manager improve since too tax adult.
COL00498,INV00498,CLT029,PRJ006,15-04-2026,1712804.37,Credit Card,Pending,326535,73,Heather Allen,South value natural nice parent affect tend.
COL00499,INV00499,CLT012,PRJ016,06-05-2026,3969550,Bank Transfer,Paid,677361,52,Michael Ramirez,Many tree that marriage address arrive.
COL00500,INV00500,CLT012,PRJ001,12-07-2026,2643835.17,Bank Transfer,Partial,1207886,93,Christopher Ford,Pass them commercial worry reveal wonder.
